MunAcidente,Ano,Mes,Sexo,Periodo,TipAcidente,Modal,FaixaEt,Latitude,Longitude,Quantidade
Itaquaquecetuba,2016.0,8.0,Feminino,Madrugada,Atropelamento,Pedestre,18-24,-46.331713,-46.331713,1
Itaquaquecetuba,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.377010999999996,-46.377010999999996,1
Itaquaquecetuba,2016.0,8.0,Masculino,Tarde,Atropelamento,Pedestre,35-39,-46.306771999999995,-46.306771999999995,1
Itaquaquecetuba,2017.0,4.0,Masculino,ND,Outros,Bicicleta,40-44,,,1
Itaquaquecetuba,2016.0,11.0,Feminino,Noite,Colisao,Automovel,35-39,-46.330631,-46.330631,1
Itaquaquecetuba,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,40-44,-46.3603343943553,-46.3603343943553,1
Itaquaquecetuba,2017.0,3.0,Feminino,Madrugada,Outros,Motocicleta,18-24,-46.355018040780294,-46.355018040780294,1
Itaquaquecetuba,2017.0,3.0,Masculino,Noite,Colisao,Automovel,35-39,-46.352207,-46.352207,1
Itaquaquecetuba,2017.0,3.0,Masculino,Tarde,ND,ND,50-54,-46.349669,-46.349669,1
Itaquaquecetuba,2017.0,2.0,Masculino,Noite,Colisao,Bicicleta,45-49,-46.301467481,-46.301467481,1
Itaquaquecetuba,2017.0,2.0,Masculino,Noite,Colisao,Automovel,60-64,-46.334153106671295,-46.334153106671295,1
Itaquaquecetuba,2017.0,2.0,Masculino,ND,Outros,Motocicleta,18-24,-46.3443444169999,-46.3443444169999,1
Itaquaquecetuba,2017.0,2.0,Masculino,ND,Atropelamento,ND,35-39,-46.3443444169999,-46.3443444169999,1
Itaquaquecetuba,2017.0,2.0,Masculino,Madrugada,Atropelamento,Pedestre,30-34,-46.334375,-46.334375,1
Itaquaquecetuba,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,45-49,-46.3603343943553,-46.3603343943553,1
Itaquaquecetuba,2017.0,3.0,Masculino,Madrugada,Outros,Motocicleta,25-29,-46.355018040780294,-46.355018040780294,1
Itaquaquecetuba,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-46.362501,-46.362501,1
Itaquaquecetuba,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,35-39,-46.375880992,-46.375880992,1
Itaquaquecetuba,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,ND,-46.341167,-46.341167,1
Itaquaquecetuba,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,18-24,-46.331681,-46.331681,1
Itaquaquecetuba,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.353112,-46.353112,1
Itaquaquecetuba,2016.0,9.0,Masculino,Madrugada,Choque,Automovel,70-74,-46.345624,-46.345624,1
Itaquaquecetuba,2016.0,10.0,Masculino,Noite,Colisao,Automovel,50-54,-46.337633000000004,-46.337633000000004,1
Itaquaquecetuba,2016.0,10.0,Masculino,Tarde,Choque,Automovel,25-29,-46.2897866587312,-46.2897866587312,1
Itaquaquecetuba,2016.0,9.0,Feminino,Tarde,Atropelamento,Pedestre,60-64,-46.305237,-46.305237,1
Itarare,2017.0,1.0,Masculino,Tarde,Colisao,Caminhao,55-59,-49.3595604997229,-49.3595604997229,1
Itarare,2016.0,9.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-49.3040320169749,-49.3040320169749,1
Itarare,2017.0,3.0,Masculino,ND,Atropelamento,Pedestre,40-44,-49.36268489855411,-49.36268489855411,1
Itariri,2016.0,8.0,Masculino,Manha,Outros,Caminhao,40-44,,,1
Itariri,2016.0,11.0,Masculino,ND,Atropelamento,Pedestre,ND,-47.093946,-47.093946,1
Itariri,2017.0,4.0,Masculino,ND,Outros,Motocicleta,35-39,-47.03787031936729,-47.03787031936729,1
Itatiba,2017.0,2.0,Masculino,Tarde,Colisao,Automovel,50-54,-46.8212306009155,-46.8212306009155,1
Itatiba,2016.0,11.0,Masculino,Madrugada,Colisao,Automovel,18-24,-46.811522781506206,-46.811522781506206,1
Itatiba,2017.0,4.0,Feminino,Noite,Colisao,Automovel,80 Ou Mais,-46.733641600968596,-46.733641600968596,1
Itatiba,2017.0,2.0,Masculino,Manha,Colisao,Motocicleta,40-44,-46.822862,-46.822862,1
Itatiba,2016.0,9.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.780309507305496,-46.780309507305496,1
Itatiba,2017.0,3.0,Masculino,Noite,Outros,Motocicleta,18-24,-46.83826,-46.83826,1
Itatiba,2016.0,11.0,Masculino,Tarde,ND,Bicicleta,50-54,-46.803674,-46.803674,1
Itatiba,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,25-29,-46.734592502420995,-46.734592502420995,1
Itatiba,2016.0,10.0,Feminino,Tarde,ND,ND,80 Ou Mais,-46.778326289,-46.778326289,1
Itatiba,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,60-64,-46.843182,-46.843182,1
Itatiba,2016.0,8.0,Masculino,Noite,Atropelamento,Pedestre,40-44,-46.82945,-46.82945,1
Itatiba,2016.0,8.0,Masculino,Manha,Colisao,Motocicleta,25-29,-46.844945,-46.844945,1
Itatiba,2017.0,2.0,Feminino,Manha,Colisao,Automovel,65-69,-46.7849595107813,-46.7849595107813,1
Itatiba,2017.0,3.0,Masculino,Manha,ND,Motocicleta,35-39,-46.8424095188089,-46.8424095188089,1
Itatinga,2017.0,2.0,Masculino,ND,Colisao,Caminhao,35-39,-48.5291306176405,-48.5291306176405,1
Itirapina,2017.0,4.0,Masculino,Noite,Colisao,Automovel,35-39,-47.75956811641439,-47.75956811641439,1
Itirapina,2016.0,10.0,Masculino,Tarde,Outros,Motocicleta,25-29,-47.906465999999995,-47.906465999999995,1
Itirapina,2017.0,1.0,Feminino,Manha,Colisao,Automovel,50-54,-47.79466,-47.79466,1
Itirapina,2016.0,9.0,Masculino,Tarde,Outros,Motocicleta,40-44,,,1
Itirapina,2016.0,9.0,Feminino,Madrugada,Choque,Automovel,50-54,-47.77068,-47.77068,1
Itirapina,2017.0,3.0,Masculino,Manha,Colisao,Motocicleta,25-29,-47.84528,-47.84528,1
Itirapina,2016.0,8.0,Masculino,Madrugada,Colisao,Automovel,60-64,-47.79123,-47.79123,1
Itirapina,2017.0,1.0,Masculino,Manha,ND,ND,60-64,-47.901327,-47.901327,1
Itirapina,2017.0,2.0,Feminino,Manha,Atropelamento,Pedestre,0-17,-47.82633,-47.82633,1
Itirapina,2016.0,9.0,Masculino,Manha,ND,Motocicleta,35-39,-47.90692,-47.90692,1
Itobi,2016.0,9.0,Masculino,Manha,Atropelamento,Pedestre,70-74,-46.9562467089101,-46.9562467089101,1
Itu,2016.0,10.0,Masculino,Madrugada,Choque,Motocicleta,ND,-47.3157810374618,-47.3157810374618,1
Itu,2016.0,10.0,Masculino,Noite,Colisao,Motocicleta,45-49,-47.337609,-47.337609,1
Itu,2016.0,9.0,Masculino,Manha,Atropelamento,Pedestre,55-59,-47.300702,-47.300702,1
Itu,2017.0,4.0,Masculino,Tarde,Colisao,Automovel,30-34,-47.34009265899999,-47.34009265899999,1
Itu,2016.0,9.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-47.3355,-47.3355,1
Itu,2016.0,8.0,Masculino,Tarde,Colisao,Bicicleta,18-24,-47.587586,-47.587586,1
Itu,2016.0,8.0,Masculino,Noite,Colisao,Bicicleta,ND,-47.3240194614225,-47.3240194614225,1
Itu,2016.0,8.0,Masculino,Manha,Colisao,Motocicleta,60-64,-47.315077,-47.315077,1
Itu,2017.0,4.0,Masculino,Madrugada,Outros,Bicicleta,45-49,-47.225863753800205,-47.225863753800205,1
Itu,2017.0,2.0,Masculino,Noite,Choque,Automovel,45-49,-47.198694235969,-47.198694235969,1
Itu,2017.0,4.0,Masculino,Noite,ND,Motocicleta,45-49,-47.33159726944329,-47.33159726944329,1
Itu,2017.0,2.0,Masculino,Madrugada,Colisao,Caminhao,50-54,-47.2538222622954,-47.2538222622954,1
Itu,2017.0,2.0,Masculino,Manha,Outros,Motocicleta,40-44,-47.257704264,-47.257704264,1
Itu,2016.0,12.0,Masculino,Noite,NE,Motocicleta,35-39,-47.339022027231906,-47.339022027231906,1
Itu,2016.0,12.0,Masculino,Noite,Colisao,Motocicleta,35-39,-47.303319657287,-47.303319657287,1
Itu,2016.0,12.0,Masculino,Manha,Outros,Automovel,30-34,-47.32546909704921,-47.32546909704921,1
Itu,2017.0,3.0,Feminino,Noite,Atropelamento,Pedestre,40-44,-47.32331434163879,-47.32331434163879,1
Itu,2017.0,3.0,Masculino,Madrugada,Choque,Automovel,18-24,-47.293040000000005,-47.293040000000005,1
Itu,2017.0,3.0,Masculino,ND,Atropelamento,Pedestre,60-64,-47.257704264,-47.257704264,1
Itu,2017.0,3.0,Masculino,ND,Colisao,Bicicleta,40-44,,,1
Itu,2016.0,12.0,Masculino,Noite,NE,Motocicleta,35-39,-47.3533573258598,-47.3533573258598,1
Itu,2017.0,1.0,Masculino,Madrugada,Atropelamento,Pedestre,ND,-47.3421743108918,-47.3421743108918,1
Itu,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,25-29,,,1
Itu,2017.0,1.0,Masculino,Manha,Colisao,Motocicleta,30-34,-47.306761,-47.306761,1
Itu,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,0-17,-47.2089214852909,-47.2089214852909,1
Itu,2017.0,1.0,Masculino,Tarde,Atropelamento,Pedestre,ND,,,1
Itu,2017.0,2.0,Masculino,Madrugada,Colisao,Caminhao,35-39,-47.2538222622954,-47.2538222622954,1
Itu,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-47.3090336539287,-47.3090336539287,1
Itupeva,2016.0,9.0,Masculino,Noite,ND,ND,45-49,-47.009338,-47.009338,1
Itupeva,2017.0,4.0,Masculino,Madrugada,Colisao,Caminhao,50-54,-47.009338,-47.009338,1
Itupeva,2017.0,4.0,Masculino,Madrugada,Colisao,Motocicleta,30-34,-47.0922222129426,-47.0922222129426,1
Itupeva,2016.0,12.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-47.055807,-47.055807,1
Itupeva,2016.0,11.0,Masculino,Manha,Choque,Automovel,50-54,,,1
Ituverava,2017.0,4.0,Feminino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-47.796258,-47.796258,1
Ituverava,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,ND,-47.8591431710207,-47.8591431710207,1
Jaboticabal,2016.0,8.0,Masculino,Noite,Colisao,Automovel,35-39,-48.37382,-48.37382,1
Jaboticabal,2017.0,4.0,Masculino,Madrugada,Outros,Motocicleta,35-39,-48.2372544968567,-48.2372544968567,1
Jaboticabal,2016.0,9.0,Feminino,ND,Colisao,Motocicleta,18-24,-48.323445,-48.323445,1
Jaboticabal,2017.0,1.0,Masculino,Manha,Outros,Motocicleta,60-64,-48.385,-48.385,1
Jaboticabal,2017.0,2.0,Masculino,Noite,Colisao,Automovel,60-64,-48.355800281,-48.355800281,1
Jaboticabal,2017.0,2.0,Feminino,Noite,Colisao,Automovel,18-24,-48.355800281,-48.355800281,1
Jaboticabal,2017.0,4.0,Feminino,Tarde,Colisao,Motocicleta,65-69,-48.339627,-48.339627,1
Jaboticabal,2017.0,2.0,Feminino,Noite,Colisao,Automovel,60-64,-48.355800281,-48.355800281,1
Jacarei,2017.0,1.0,Masculino,Noite,Colisao,Motocicleta,18-24,-45.964191,-45.964191,1
Jacarei,2017.0,1.0,Masculino,Tarde,Outros,Bicicleta,18-24,-45.9730939938571,-45.9730939938571,1
Jacarei,2016.0,10.0,Masculino,Madrugada,Outros,Automovel,18-24,-46.00323,-46.00323,1
Jacarei,2016.0,8.0,Masculino,Tarde,Outros,Bicicleta,55-59,-45.950573999999996,-45.950573999999996,1
Jacarei,2017.0,3.0,Masculino,Manha,Colisao,Bicicleta,35-39,-45.974509835872205,-45.974509835872205,1
Jacarei,2016.0,8.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-45.958579,-45.958579,1
Jacarei,2016.0,12.0,Masculino,Madrugada,Colisao,Onibus,45-49,-46.034777297697204,-46.034777297697204,1
Jacarei,2016.0,9.0,Masculino,Madrugada,Choque,Automovel,55-59,-46.024662,-46.024662,1
Jacarei,2016.0,9.0,Masculino,Noite,Colisao,Motocicleta,18-24,-45.935935960427294,-45.935935960427294,1
Jacarei,2016.0,9.0,Masculino,Tarde,Atropelamento,Pedestre,30-34,-46.08129178591229,-46.08129178591229,1
Jacarei,2016.0,9.0,Masculino,Tarde,Colisao,Motocicleta,55-59,-45.950628,-45.950628,1
Jacarei,2017.0,4.0,Masculino,ND,Outros,Motocicleta,0-17,,,1
Jacarei,2017.0,2.0,Feminino,Tarde,Atropelamento,Pedestre,70-74,-45.973403000000005,-45.973403000000005,1
Jacarei,2017.0,4.0,Masculino,Noite,Atropelamento,Motocicleta,30-34,-46.027030983,-46.027030983,1
Jacarei,2017.0,4.0,Masculino,Tarde,ND,Motocicleta,30-34,-46.047338,-46.047338,1
Jacarei,2016.0,12.0,Feminino,Manha,Outros,Automovel,25-29,-46.0430560300562,-46.0430560300562,1
Jacarei,2016.0,12.0,Masculino,Manha,Colisao,Bicicleta,18-24,-45.9406588428301,-45.9406588428301,1
Jacarei,2016.0,12.0,Masculino,Manha,Colisao,Bicicleta,ND,-46.034777297697204,-46.034777297697204,1
Jacarei,2016.0,12.0,Masculino,Noite,Choque,Caminhao,55-59,-46.0977342586049,-46.0977342586049,1
Jacarei,2016.0,11.0,Masculino,Madrugada,ND,Motocicleta,18-24,-45.97448,-45.97448,1
Jacarei,2016.0,11.0,Masculino,ND,Atropelamento,Pedestre,50-54,-46.021393816999996,-46.021393816999996,1
Jacarei,2016.0,11.0,Masculino,Tarde,Atropelamento,Pedestre,45-49,-45.96423,-45.96423,1
Jaci,2016.0,11.0,Masculino,Noite,Outros,Automovel,40-44,-49.574658,-49.574658,1
Jacupiranga,2017.0,4.0,Masculino,Madrugada,ND,Motocicleta,18-24,-47.995602568538104,-47.995602568538104,1
Jacupiranga,2016.0,12.0,Feminino,Madrugada,Atropelamento,Pedestre,ND,-48.004028999999996,-48.004028999999996,1
Jacupiranga,2016.0,12.0,Masculino,Manha,Outros,Automovel,25-29,-48.032390751357404,-48.032390751357404,1
Jaguariuna,2017.0,3.0,Masculino,Noite,Outros,Caminhao,45-49,-46.97074173318,-46.97074173318,1
Jaguariuna,2017.0,3.0,Masculino,Tarde,Colisao,Motocicleta,25-29,-46.982715999999996,-46.982715999999996,1
Jaguariuna,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,18-24,-47.0130388771739,-47.0130388771739,1
Jaguariuna,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,18-24,-47.0130388771739,-47.0130388771739,1
Jaguariuna,2016.0,10.0,Masculino,Manha,ND,ND,40-44,-47.0130388771739,-47.0130388771739,1
Jaguariuna,2017.0,1.0,Masculino,Noite,Atropelamento,Pedestre,18-24,-47.01255763202639,-47.01255763202639,1
Jaguariuna,2016.0,12.0,Masculino,Manha,Atropelamento,Pedestre,80 Ou Mais,-46.991008,-46.991008,1
Jaguariuna,2016.0,8.0,Masculino,Noite,Colisao,Bicicleta,30-34,-47.002619,-47.002619,1
Jaguariuna,2016.0,10.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.5518694520675,-46.5518694520675,1
Jales,2017.0,3.0,Masculino,Noite,Atropelamento,Pedestre,80 Ou Mais,-50.5475222316054,-50.5475222316054,1
Jales,2017.0,4.0,Masculino,Tarde,Outros,Automovel,35-39,-50.546484,-50.546484,1
Jales,2016.0,9.0,Masculino,Manha,Outros,Caminhao,65-69,-50.500495200030606,-50.500495200030606,1
Jandira,2017.0,1.0,Masculino,Tarde,Atropelamento,Pedestre,60-64,-46.90426570932551,-46.90426570932551,1
Jandira,2016.0,10.0,Feminino,Madrugada,Atropelamento,Pedestre,45-49,-46.909557848999995,-46.909557848999995,1
Jandira,2016.0,8.0,Masculino,Manha,Colisao,Motocicleta,35-39,-46.909502,-46.909502,1
Jandira,2016.0,12.0,Feminino,Manha,Choque,Pedestre,30-34,-46.911142,-46.911142,1
Jandira,2016.0,8.0,Masculino,Tarde,Atropelamento,Pedestre,70-74,-46.909085,-46.909085,1
Jardinopolis,2017.0,2.0,Masculino,ND,Atropelamento,Pedestre,ND,-47.8840924601301,-47.8840924601301,1
Jardinopolis,2016.0,11.0,Masculino,Tarde,Outros,Automovel,30-34,-47.878664154,-47.878664154,1
Jardinopolis,2016.0,9.0,Feminino,Manha,Outros,ND,25-29,-47.74062158357671,-47.74062158357671,1
Jardinopolis,2016.0,9.0,Masculino,Manha,Outros,ND,25-29,-47.74062158357671,-47.74062158357671,1
Jardinopolis,2016.0,11.0,Masculino,Manha,Choque,Automovel,18-24,-47.774852,-47.774852,1
Jardinopolis,2016.0,10.0,Masculino,Manha,Outros,Automovel,25-29,-47.740648,-47.740648,1
Jardinopolis,2017.0,4.0,Masculino,Noite,Outros,Automovel,50-54,-47.733463173000004,-47.733463173000004,1
Jardinopolis,2017.0,2.0,Masculino,Madrugada,Colisao,Onibus,25-29,-47.886688972149,-47.886688972149,1
Jardinopolis,2016.0,10.0,Masculino,Tarde,Outros,Automovel,40-44,-47.745416,-47.745416,1
Jardinopolis,2016.0,10.0,Masculino,Noite,Colisao,Automovel,55-59,-47.837016,-47.837016,1
Jardinopolis,2017.0,4.0,Masculino,Noite,Atropelamento,Pedestre,65-69,-47.783190000000005,-47.783190000000005,1
Jarinu,2016.0,9.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.725747999999996,-46.725747999999996,1
Jarinu,2016.0,9.0,Masculino,Tarde,Atropelamento,Pedestre,45-49,-46.725747999999996,-46.725747999999996,1
Jarinu,2017.0,4.0,Masculino,Noite,Atropelamento,Pedestre,50-54,-46.721148045585394,-46.721148045585394,1
Jarinu,2016.0,10.0,Masculino,Tarde,ND,Bicicleta,25-29,,,1
Jarinu,2016.0,11.0,Masculino,Manha,ND,Motocicleta,18-24,,,1
Jau,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,75-79,-48.543028,-48.543028,1
Jau,2016.0,9.0,Masculino,Manha,Colisao,Motocicleta,25-29,-48.55624789647371,-48.55624789647371,1
Jau,2016.0,11.0,Feminino,Manha,Atropelamento,Pedestre,80 Ou Mais,-48.557342,-48.557342,1
Jau,2016.0,9.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-48.546634000000005,-48.546634000000005,1
Jau,2016.0,11.0,Masculino,Noite,Colisao,Bicicleta,30-34,-48.566305,-48.566305,1
Jau,2017.0,3.0,Feminino,Noite,Atropelamento,Pedestre,0-17,-48.545815000000005,-48.545815000000005,1
Jau,2016.0,12.0,Masculino,Tarde,Choque,Motocicleta,30-34,-48.539908000000004,-48.539908000000004,1
Jau,2016.0,10.0,Masculino,Madrugada,Choque,Motocicleta,18-24,-48.564578999999995,-48.564578999999995,1
Jau,2016.0,10.0,Masculino,Noite,Choque,Motocicleta,45-49,-48.541952,-48.541952,1
Jau,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,50-54,-48.546296999999996,-48.546296999999996,1
Jau,2017.0,1.0,Masculino,Tarde,Colisao,Automovel,35-39,-48.55624789647371,-48.55624789647371,1
Jau,2017.0,1.0,Masculino,Tarde,Colisao,Automovel,18-24,-48.5723723140773,-48.5723723140773,1
Jau,2017.0,1.0,Feminino,Tarde,Colisao,Automovel,18-24,-48.5723723140773,-48.5723723140773,1
Jau,2016.0,11.0,Masculino,Noite,Colisao,Motocicleta,18-24,-48.576439283822296,-48.576439283822296,1
Jau,2017.0,3.0,Masculino,Tarde,Atropelamento,Pedestre,75-79,-48.556545,-48.556545,1
Jau,2016.0,8.0,Masculino,Madrugada,Choque,Automovel,18-24,-48.557435999999996,-48.557435999999996,1
Jau,2016.0,8.0,Masculino,Madrugada,Choque,Motocicleta,35-39,-48.556104,-48.556104,1
Jau,2016.0,8.0,Masculino,Noite,Colisao,Bicicleta,18-24,-48.570675,-48.570675,1
Jau,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,18-24,-48.553911,-48.553911,1
Jau,2016.0,8.0,Masculino,Noite,Colisao,Motocicleta,50-54,-48.553481,-48.553481,1
Jau,2017.0,3.0,Masculino,Noite,Colisao,Automovel,30-34,-48.5166663394675,-48.5166663394675,1
Jau,2016.0,8.0,Feminino,Madrugada,Choque,Motocicleta,40-44,-48.556104,-48.556104,1
Jau,2017.0,2.0,Masculino,Manha,Outros,Automovel,18-24,-48.54446,-48.54446,1
Jeriquara,2017.0,4.0,Masculino,Manha,Colisao,Automovel,18-24,-47.61600000000001,-47.61600000000001,1
Joanopolis,2017.0,3.0,Masculino,ND,Colisao,Caminhao,45-49,-46.572657367,-46.572657367,1
Joanopolis,2017.0,3.0,Masculino,ND,Colisao,Caminhao,45-49,-46.572657367,-46.572657367,1
Joao Ramalho,2017.0,1.0,Masculino,Madrugada,Colisao,Automovel,40-44,-50.7634530613372,-50.7634530613372,1
Jose Bonifacio,2016.0,8.0,Feminino,Tarde,Atropelamento,Pedestre,60-64,-49.692046000000005,-49.692046000000005,1
Jose Bonifacio,2017.0,3.0,Masculino,Noite,Colisao,Motocicleta,55-59,-49.798848,-49.798848,1
Jose Bonifacio,2017.0,3.0,Masculino,Noite,Outros,Motocicleta,25-29,-49.8842630291146,-49.8842630291146,1
Jose Bonifacio,2016.0,12.0,Masculino,Noite,Atropelamento,Pedestre,55-59,-49.690422999999996,-49.690422999999996,1
Julio Mesquita,2017.0,3.0,Masculino,Madrugada,Colisao,Automovel,25-29,-49.7671510605486,-49.7671510605486,1
Jumirim,2017.0,3.0,Masculino,Manha,Outros,Motocicleta,25-29,-47.781774059096,-47.781774059096,1
Jundiai,2016.0,12.0,Masculino,Madrugada,Atropelamento,Pedestre,30-34,-46.850813,-46.850813,1
Jundiai,2016.0,12.0,Masculino,Manha,Atropelamento,Motocicleta,50-54,-46.888493,-46.888493,1
Jundiai,2016.0,12.0,Feminino,Noite,Colisao,Automovel,18-24,-46.870665,-46.870665,1
Jundiai,2016.0,12.0,Feminino,Noite,Atropelamento,Pedestre,18-24,-46.9292551149999,-46.9292551149999,1
Jundiai,2016.0,12.0,Masculino,Manha,Colisao,Caminhao,45-49,-46.989661738992204,-46.989661738992204,1
Jundiai,2016.0,8.0,Masculino,Noite,Choque,Automovel,55-59,-46.894576,-46.894576,1
Jundiai,2016.0,8.0,Masculino,Manha,Atropelamento,Pedestre,60-64,-46.875748,-46.875748,1
Jundiai,2016.0,8.0,Masculino,Madrugada,Colisao,Caminhao,50-54,-46.927927874,-46.927927874,1
Jundiai,2016.0,12.0,Masculino,Noite,Outros,Automovel,18-24,-46.8794268681416,-46.8794268681416,1
Jundiai,2016.0,10.0,Masculino,Manha,Colisao,Motocicleta,55-59,-46.899323583000005,-46.899323583000005,1
Jundiai,2016.0,9.0,Masculino,Tarde,Outros,Automovel,45-49,-46.900811,-46.900811,1
Jundiai,2016.0,12.0,Masculino,Madrugada,Colisao,Motocicleta,30-34,-46.885195,-46.885195,1
Jundiai,2016.0,10.0,Masculino,Tarde,Choque,Automovel,60-64,,,1
Jundiai,2017.0,3.0,Feminino,Noite,Atropelamento,Pedestre,ND,-46.9331551505733,-46.9331551505733,1
Jundiai,2017.0,3.0,Masculino,Tarde,Outros,Motocicleta,35-39,-46.848277,-46.848277,1
Jundiai,2017.0,3.0,Masculino,Tarde,Outros,Motocicleta,18-24,-46.863355987849395,-46.863355987849395,1
Jundiai,2017.0,3.0,Masculino,ND,ND,ND,45-49,,,1
Jundiai,2016.0,10.0,Masculino,Manha,Atropelamento,Pedestre,40-44,-46.931367517,-46.931367517,1
Jundiai,2016.0,10.0,Masculino,Madrugada,Outros,Motocicleta,60-64,,,1
Jundiai,2016.0,10.0,Masculino,Madrugada,Colisao,Automovel,50-54,-46.969728801,-46.969728801,1
Jundiai,2016.0,10.0,Feminino,Noite,ND,Automovel,65-69,-46.954268217,-46.954268217,1
Jundiai,2017.0,1.0,Feminino,Manha,Atropelamento,Pedestre,70-74,-46.887966999999996,-46.887966999999996,1
Jundiai,2017.0,1.0,Masculino,Madrugada,Outros,Automovel,30-34,-46.877351186999995,-46.877351186999995,1
Jundiai,2017.0,1.0,Masculino,Manha,Atropelamento,Pedestre,50-54,-46.888909999999996,-46.888909999999996,1
Jundiai,2017.0,1.0,Masculino,Noite,ND,Motocicleta,35-39,-46.8239353430527,-46.8239353430527,1
Jundiai,2017.0,1.0,Masculino,Tarde,Choque,Automovel,18-24,-46.869365691999995,-46.869365691999995,1
Jundiai,2017.0,1.0,Masculino,Tarde,Colisao,Motocicleta,18-24,-46.9859313709834,-46.9859313709834,1
Jundiai,2016.0,10.0,Masculino,Noite,Colisao,Motocicleta,18-24,-46.849615,-46.849615,1
Jundiai,2016.0,11.0,Masculino,Tarde,Colisao,Motocicleta,35-39,-47.004366,-47.004366,1
Jundiai,2017.0,3.0,Masculino,Madrugada,Atropelamento,Pedestre,60-64,-46.87295,-46.87295,1
Jundiai,2017.0,4.0,Masculino,ND,Choque,Motocicleta,25-29,,,1
Jundiai,2016.0,9.0,Masculino,Tarde,Atropelamento,Pedestre,80 Ou Mais,-46.886919,-46.886919,1
Jundiai,2017.0,2.0,Masculino,Madrugada,Choque,Motocicleta,30-34,-46.891751289,-46.891751289,1
Jundiai,2017.0,4.0,Masculino,Noite,Colisao,Motocicleta,18-24,-46.890267,-46.890267,1
Jundiai,2016.0,11.0,Masculino,Tarde,Atropelamento,Pedestre,60-64,,,1
Jundiai,2017.0,4.0,Masculino,Manha,Atropelamento,Pedestre,55-59,-46.878859000000006,-46.878859000000006,1
Jundiai,2017.0,4.0,Feminino,ND,Atropelamento,Pedestre,35-39,-46.880284,-46.880284,1
Jundiai,2017.0,3.0,Feminino,Noite,Colisao,Motocicleta,25-29,-46.877351186999995,-46.877351186999995,1
Jundiai,2016.0,9.0,Masculino,Noite,Atropelamento,Pedestre,40-44,-46.98550063,-46.98550063,1
Jundiai,2016.0,9.0,Masculino,Madrugada,Choque,Automovel,18-24,-46.889272,-46.889272,1
Jundiai,2016.0,9.0,Feminino,Noite,Atropelamento,Pedestre,75-79,-46.9091669969999,-46.9091669969999,1
Jundiai,2016.0,9.0,Feminino,Madrugada,Choque,Automovel,0-17,-46.889272,-46.889272,1
Jundiai,2017.0,2.0,Masculino,Tarde,Atropelamento,Motocicleta,18-24,-46.952949,-46.952949,1
Jundiai,2016.0,9.0,Masculino,Noite,Colisao,Automovel,35-39,-46.879533,-46.879533,1
Jundiai,2017.0,2.0,Masculino,Tarde,Outros,Automovel,40-44,-46.8922870177613,-46.8922870177613,1
Jundiai,2016.0,8.0,Masculino,Noite,Outros,Motocicleta,0-17,-46.925762,-46.925762,1
Jundiai,2016.0,8.0,Masculino,Noite,Outros,Bicicleta,65-69,-46.9930722770685,-46.9930722770685,1
Jundiai,2016.0,11.0,Feminino,Madrugada,Atropelamento,Pedestre,35-39,-46.891751289,-46.891751289,1
